Date,Original Headline,Keywords,Keyword-Constrained Headline,Generated Headline,Academic-style Headline,Generated Summary
20160614,Oil prices slump to 2-week lows amid mounting Brexit anxiety,"oil prices, Brexit concerns, U.K. referendum, global economy, crude stockpiles",Oil Prices Slide to Two-Week Low Amid Brexit Concerns and Stockpiles Data,Oil Prices Hit Two-Week Low Due to Rising Brexit Fears,Impact of Brexit on Oil Prices and Global Economic Stability,Oil prices drop to two-week lows on Brexit fears and supply concerns
20160614,Oil slides as rising chance of Brexit spooks investors,"Brexit, oil prices, European Union, investor nervousness, demand growth",Investor Nervousness Over Brexit Pushes Oil Prices Down for Fourth Day,Oil Prices Fall as Brexit Fears Grip Markets,Impact of Brexit Concerns on Oil Prices and Financial Markets,Oil prices fall for the fourth day amid Brexit fears and investor nervousness.
20160614,Oil under pressure as Brexit fears weigh; API supply data ahead,"Brexit, oil prices, global economy, IEA forecast, drilling activity",Brent Oil Prices Plunge as Brexit Fears Loom Over Global Economy,Oil Prices Tumble Amid Rising Brexit Concerns,Impact of Brexit Fears on Oil Prices and Global Economic Stability,Oil prices fall to two-week lows on Brexit fears and increased drilling activity
20160614,U.S. natural gas prices hold near 9-month highs,"temperature, natural gas, futures, demand, storage",U.S. Natural Gas Futures Surge as Above-Normal Temperatures Drive Demand,Gas Prices Climb on Forecasts of Continued Hot Weather,Analysis of U.S. Natural Gas Futures in Response to Extended Warm Weather Conditions,Natural gas futures rise with forecasts of hot weather boosting cooling demand
20160615,"At $50/barrel, oil risks 'reverse Goldilocks' syndrome","oil prices, global production, investor sentiment, U.S. shale, supply disruptions",Oil Prices Struggle as U.S. Shale and Global Supply Disruptions Create Uncertainty,Investor Enthusiasm Cools Amid Uncertain Oil Price Outlook,Fluctuations in Global Oil Production and Prices as Supply and Demand Dynamics Shift,Oil market at $50 per barrel sees mixed investor sentiment and uncertain future
20160615,Crude falls to 3-week lows amid lower than expected inventory draw,"crude futures, Energy Information Administration, U.S. crude oil inventories, Brent crude, Federal Reserve",Crude Futures Slump as EIA Reports Unexpected Low Stockpile Draw,Oil Prices Drop to Three-Week Lows Amid Lower Stockpile Draw,Analysis of Recent U.S. Crude Oil Market Dynamics and Inventory Trends,Crude futures fell to three-week lows due to lower than expected stockpile draw and a decline in domestic production.
20160615,"Gold flat ahead of Fed rate decision, as Brexit remains in focus","Gold, Fed, interest rates, Brexit, U.S. economy",Gold Inched Down as Investors Await Fed Interest Rate Decision,Gold Dips Slightly Despite Rebounding to Monthly High,Federal Reserve's Anticipated Decision Weighs on Gold Prices Amid Global Economic Uncertainty,Gold inches down as investors await Fed's interest rate decision amid Brexit uncertainties
20160615,"Gold holds steady near 6-week highs with Yellen, Brexit in focus","Gold futures, Federal Reserve, interest rates, Brexit, economic data","Gold futures hold steady as Fed meeting, Brexit vote loom",Stable gold futures as market eyes Fed's rate decision and UK Brexit vote,Analysis of Impending Federal Reserve Policy Decisions and UK Referendum's Impact on Commodity Futures,Gold futures stable ahead of key Fed meeting and potential UK Brexit vote
20160615,"Gold prices up in Asia after Fed stands pat, BoJ eyed ahead","Gold, Fed, Bank of Japan, interest rates, Brexit",Gold Prices Surge as Fed Holds Steady; Market Awaits Bank of Japan's Move,Gold Prices Gain in Asia as Markets Eye Central Banks,Federal Reserve Maintains Current Rates; Focus Shifts to Bank of Japan's Policy Decision,Fed Holds Rates Steady; Gold Gains Amid Market Speculation on Central Banks
20160615,North Dakota oil output posts biggest drop in history,"North Dakota, oil output, crude prices, drilling, fracking",North Dakota Oil Output Declines Amid Low Prices and Weather Challenges,Record Decline in North Dakota Oil Production Linked to Low Prices and Weather,"North Dakota's April Oil Output Experiences Historic Decline, Analysts Project Continued Downtrend",North Dakota's oil output fell by a record amount in April due to low crude prices and inclement weather.
20160615,"NYMEX crude weaker in Asia as U.S. data, Fed views seen downbeat","Oil prices, Fed policy, stockpiles, inflation, U.S. employment","Oil prices fall as Fed signals slower rate hikes, stockpiles shrink less than expected",Oil prices drop amid Fed's cautious economic outlook and unexpected stockpile data,Impact of Crude Prices and Fed Policies on U.S. Economic Performance and Inflation,Oil prices eased in Asia after U.S. crude stockpiles fell less than expected and the Fed tempered demand forecasts.
20160615,"Oil loses more ground below $50 hit by Brexit, inventory rise","Oil prices, Brexit, U.S. inventories, production disruptions, Goldman Sachs",Oil prices fall for a fifth day amid Brexit concerns and rising U.S. inventories,Oil futures slump as Brexit uncertainty and rising U.S. stockpiles weigh on prices,Impact of Brexit on Oil Prices Highlighted Amid Rising U.S. Crude Inventories and Market Disruptions,"Oil prices dip for fifth consecutive day, pressured by Brexit fears and climbing U.S. inventories"
20160615,Oil pares losses as Brexit fears ebb; EIA inventory figures await,"Brexit, crude stockpiles, recession fears, oil prices, dollar",Oil Prices Dip as Brexit Fears Loom and U.S. Crude Stockpiles Rise,Brexit Fears and Rising U.S. Crude Stockpiles Pressure Oil Prices,Analysis of Oil Markets Amid Brexit Concerns and U.S. Inventory Trends,Oil falls as U.S. crude stockpiles rise and Brexit fears grow
20160615,Oil slides to 3-week lows on bets for U.S. supply gain,"Oil prices, crude inventories, U.S. production, Brent futures, Brexit",Oil Prices Slide to Three-Week Low Amid Rising U.S. Crude Inventories and Brexit Concerns,U.S. Oil Prices Fall to Three-Week Low as Supply Surplus Fears Grow,Analysis of Crude Oil Price Movements in Response to Market Supply Data and Macroeconomic Factors,Oil prices drop to three-week low on rising U.S. crude inventories and Brexit concerns
20160615,OPEC oil export revenue seen down for third straight year: U.S. EIA,"OPEC, oil export revenues, U.S. Energy Information Administration, crude oil prices, Iran",OPEC's 2016 Oil Revenues Drop 15% as Crude Prices Hit Historic Lows,OPEC's Oil Export Revenues Plunge to Lowest in Over a Decade,Analysis of OPEC's Declining Oil Revenue Trends and Market Projections for 2017,OPEC's 2016 oil export earnings likely to be lowest in over a decade before rebounding in 2017
20160615,WTI oil futures struggle to turn positive after weekly crude inventories,"oil, crude, inventories, prices, production","U.S. Oil Inventories Drop, Prices React Amid Supply Concerns",Oil Prices Adjust as U.S. Supplies and Gasoline Inventories Fall,Analysis of U.S. Crude and Gasoline Inventory Declines Indicates Market Adjustments,"U.S. crude oil inventories down, gasoline stockpiles fall, prices react slightly"
20160616,"Crude dips to 5-week lows as oversupply, Brexit concerns fester","crude futures, dollar surge, Brexit concerns, oil prices, U.S. crude inventories","Oil Prices Dip Amid Dollar Surge, Brexit Concerns, Supply Fears",Crude Futures Plunge to Five-Week Lows,Crude Futures React to Dollar Appreciation and Brexit Volatility,"Oil prices fall to five-week lows due to strong dollar, supply concerns, and Brexit fears"
20160616,Gold holds near 22-month highs after U.S. data dump,"Gold futures, U.S. economic reports, consumer prices, jobless claims, Fed rate hike projections",Gold futures climb as Fed keeps rate hike projections low amid U.S. economic data,Gold futures hit highest level since August 2014 as investors analyze economic reports,Analyzing U.S. economic indicators and monetary policy impacts on gold futures market,Gold futures climb near two-year high driven by Fed rate forecasts and economic indicators
20160616,"Gold posts further gains in Asia, crosses $1,300 level","Gold, Fed, monetary policy, Bank of Japan, Brexit","Gold Prices Surge Past $1,300 as Fed and Bank of Japan Maintain Steady Policy",Gold Prices Hit New Heights Amid Fed and Bank of Japan's Steady Policy,Monetary Authorities Hold Rates Steady Amidst Global Economic Uncertainties,"Gold gains in Asia, Fed keeps rates steady, Brexit poses long-term economic risks"
20160616,"Gold soars past $1,310 to hit 22-month peak after Fed, BoJ","Gold futures, interest rates, Federal Reserve, Bank of Japan, dollar index",Gold futures soar as Fed and Bank of Japan hold rates,"Gold futures soar, Fed holds rates, dollar falls","Impact of Fed and Bank of Japan policies on gold futures, interest rates, and currency values",Gold futures hit near two-year high as Fed and Bank of Japan keep rates unchanged amid economic concerns
20160616,"Gold soars to 22-month highs amid central bank inactivity, Brexit fears","Gold, Central Banks, Interest Rates, Brexit, Monetary Policy","Gold Soars as Bank of Japan, Bank of England Hold Rates Steady Amid Brexit Concerns",Interest Rates Unchanged as Central Banks Maintain Monetary Policy Consistency,Central Banks Maintain Interest Rates Amid Dovish Stances and Brexit Concerns,Gold hits 22-month high as major central banks hold interest rates steady
20160616,Natural gas futures extend losses after bearish U.S. storage data,"natural gas, storage, prices, demand, weather",U.S. Natural Gas Futures Fall on High Storage Levels and Weather Forecasts,Falling Natural Gas Prices Amid Rising Storage and Weather Concerns,Analysis of U.S. Natural Gas Futures in Context of Storage and Weather Patterns,"U.S. natural gas futures drop as storage exceeds forecasts, prices down 0.77%"
20160616,"NYMEX, Brent down as U.S. stockpiles data weighs on sentiment","U.S. Department of Energy, crude oil inventories, Federal Funds Rate, monetary policy, oil prices",Oil Prices Drop as Fed's Downbeat Remarks and Lower Stockpile Draw Impact Market,Oil Prices Fall on Fed's Gloomy Forecast and Smaller Than Expected Inventory Drop,Fed Leaves Rates Unchanged Amid Weaker Than Anticipated U.S. Crude Inventory Draw,"Oil prices weaken in Asia as U.S. stockpile drop disappoints, Fed's remarks lower demand outlook"
20160616,"Oil at one-month low as dollar jumps, U.S. crude draws uninspiring","oil prices, dollar rally, Brexit fears, U.S. crude inventories, economic slowdown",Oil Prices Hit One-Month Low Amid Dollar Rally and Brexit Fears,Oil Prices Plunge to One-Month Low as Dollar Strengthens and Brexit Looms,A Decline in Oil Prices Amid Concerns of an Economic Slowdown and Brexit,Oil prices slumped 3% to a one-month low due to Brexit fears and an uninspiring drawdown in U.S. crude inventories.
20160616,Oil falls for 6th straight day to hit fresh 4-week lows,"oil prices, Brexit concerns, U.S. crude supplies, drilling activity, global economy",Oil Prices Plunge for Sixth Session as Brexit Concerns Surge,Oil Prices Tumble to Four-Week Low Amid Global Market Worries,Continued Decline in Oil Prices Linked to Brexit and Global Economic Concerns,Oil prices fall to new four-week low amid Brexit and U.S. supply concerns
20160616,Oil slumps to 4-week lows in risk-off trade,"Oil prices, Brexit concerns, U.S. crude futures, drilling activity, supply glut",Oil Prices Hit Four-Week Low Amid Brexit Jitters and Supply Worries,Oil Prices Slide to Four-Week Lows as Brexit Concerns Mount,Economic Analysis: Impact of Brexit Concerns on Oil Markets and Supply Dynamics,Oil prices tumble to four-week lows amid Brexit worries and renewed drilling concerns
20160616,Texas banks face increasing risks from low oil prices: Dallas Fed,"Texas banks, loan losses, energy companies, commercial real estate, Dallas Federal Reserve","Texas banks brace for loan losses as energy firms struggle, Dallas Fed reports",Banks brace for loan losses as energy firms struggle,Evaluating the Impact of Energy Sector Struggles on Texan Banks' Loan Loss Provisions,Texas banks in Dallas Fed region set aside funds for loan losses amid low oil prices and real estate concerns
20160616,This chart breaks down the crazy amount of oil production disruptions in 2016,"Niger Delta Avengers, Canadian wildfires, Kuwait strike, Venezuela, Goldman Sachs","Global Oil Supply Threatened: Niger Delta Avengers, Canadian Wildfires, Kuwait Strike Impact Pipelines","Rising Oil Disruptions: Canada, Nigeria, and Kuwait Among Key Contributors",Impact of Geopolitical and Environmental Disruptions on Global Oil Markets,"Goldman Sachs reports significant oil disruptions from conflicts and natural disasters, market remains stable due to production elsewhere"
20160617,"Crude halts 6-day losing streak, shrugging off latest rig count gains","crude futures, oil rigs, WTI crude, Brent crude, U.S. production","Crude Futures Rebound as WTI, Brent Surge Despite Rising Oil Rigs",WTI and Brent Crude Prices Surge Amidst Oil Rig Gains,Crude Futures and U.S. Oil Rig Count Close Week on a Positive Note,"Crude futures rebound, with WTI up 3.83% and Brent up 4.24% despite a rise in U.S. oil rigs."
