Date,Date Group,Generated Summary,Classification,Positive,Negative,Neutral
2018-02-27,2018-03-03,gold prices fell federal reserve chair jerome powell indicated gradual interest rate hikes strengthening us dollar despite weak us durable goods data silver prices also declined amid dollars rise,negative,0.01,0.99,0.0
2018-02-28,2018-03-03,wti brent crude prices dropped us crude gasoline inventories rose expected domestic oil production hit new high raising concerns opecs efforts balance market,negative,0.01,0.99,0.0
2018-03-01,2018-03-03,gold prices fell threeweek low us dollar strengthened following federal reserve chair jerome powells comments supporting gradual interest rate hikes silver prices also declined markets largely ignored weakerthanexpected us economic growth data,negative,0.01,0.99,0.0
2018-03-02,2018-03-03,president trumps proposed tariffs steel aluminum imports expected redirect excess metal especially china southeast asia potentially causing supply glut lower prices could hurt regional producers industry experts warn shift may spark increased competition possible plant closures retaliatory trade measures,negative,0.01,0.99,0.0
2018-03-03,2018-03-03,north rhinewestphalias transport minister believes diesel bans could avoided new antipollution measures implemented despite federal court ruling allowing cities ban heavily polluting diesel cars expects time bans could enforced pollution levels already dropped,positive,0.86,0.13,0.0
2018-03-03,2018-03-03,russias energy ministry said gazproms move terminate contracts ukraine immediately threaten gas supplies europe despite ongoing disputes recent arbitration ruling ordering gazprom pay $ 25 billion naftogaz ukraine increased gas imports neighboring countries offset potential impact,negative,0.34,0.66,0.0
2018-02-26,2018-03-04,boston consulting group forecasts us gasoline consumption could fall 35 % 2035 due rising electric vehicle adoption efficient engines though industry leaders remain skeptical speed shift demand fuels may grow likely wont fully offset decline gasoline use,negative,0.01,0.99,0.0
2018-02-27,2018-03-04,gold prices fell federal reserve chair jerome powell indicated gradual interest rate hikes strengthening us dollar despite weak us durable goods data silver prices also declined amid dollars rise,negative,0.01,0.99,0.0
2018-02-28,2018-03-04,wti brent crude prices dropped us crude gasoline inventories rose expected domestic oil production hit new high raising concerns opecs efforts balance market,negative,0.01,0.99,0.0
2018-03-01,2018-03-04,gold prices fell threeweek low us dollar strengthened following federal reserve chair jerome powells comments supporting gradual interest rate hikes silver prices also declined markets largely ignored weakerthanexpected us economic growth data,negative,0.01,0.99,0.0
2018-03-02,2018-03-04,president trumps proposed tariffs steel aluminum imports expected redirect excess metal especially china southeast asia potentially causing supply glut lower prices could hurt regional producers industry experts warn shift may spark increased competition possible plant closures retaliatory trade measures,negative,0.01,0.99,0.0
2018-03-03,2018-03-04,north rhinewestphalias transport minister believes diesel bans could avoided new antipollution measures implemented despite federal court ruling allowing cities ban heavily polluting diesel cars expects time bans could enforced pollution levels already dropped,positive,0.86,0.13,0.0
2018-03-03,2018-03-04,russias energy ministry said gazproms move terminate contracts ukraine immediately threaten gas supplies europe despite ongoing disputes recent arbitration ruling ordering gazprom pay $ 25 billion naftogaz ukraine increased gas imports neighboring countries offset potential impact,negative,0.34,0.66,0.0
2018-03-04,2018-03-04,gold prices rose hitting yearly lows driven weaker dollar amid us tariff threats trade war concerns though weekly losses persisted investors await key economic data central bank meetings coming week,positive,0.98,0.02,0.0
2018-02-27,2018-03-05,gold prices fell federal reserve chair jerome powell indicated gradual interest rate hikes strengthening us dollar despite weak us durable goods data silver prices also declined amid dollars rise,negative,0.01,0.99,0.0
2018-02-28,2018-03-05,wti brent crude prices dropped us crude gasoline inventories rose expected domestic oil production hit new high raising concerns opecs efforts balance market,negative,0.01,0.99,0.0
2018-03-01,2018-03-05,gold prices fell threeweek low us dollar strengthened following federal reserve chair jerome powells comments supporting gradual interest rate hikes silver prices also declined markets largely ignored weakerthanexpected us economic growth data,negative,0.01,0.99,0.0
2018-03-02,2018-03-05,president trumps proposed tariffs steel aluminum imports expected redirect excess metal especially china southeast asia potentially causing supply glut lower prices could hurt regional producers industry experts warn shift may spark increased competition possible plant closures retaliatory trade measures,negative,0.01,0.99,0.0
2018-03-03,2018-03-05,north rhinewestphalias transport minister believes diesel bans could avoided new antipollution measures implemented despite federal court ruling allowing cities ban heavily polluting diesel cars expects time bans could enforced pollution levels already dropped,positive,0.86,0.13,0.0
2018-03-03,2018-03-05,russias energy ministry said gazproms move terminate contracts ukraine immediately threaten gas supplies europe despite ongoing disputes recent arbitration ruling ordering gazprom pay $ 25 billion naftogaz ukraine increased gas imports neighboring countries offset potential impact,negative,0.34,0.66,0.0
2018-03-04,2018-03-05,gold prices rose hitting yearly lows driven weaker dollar amid us tariff threats trade war concerns though weekly losses persisted investors await key economic data central bank meetings coming week,positive,0.98,0.02,0.0
2018-03-05,2018-03-05,oil prices rose ahead key meeting opec us shale firms ceraweek conference houston fueling expectations discussions address global oil glut us oil production continues rise challenging opecs efforts support prices,negative,0.0,1.0,0.0
2018-02-28,2018-03-06,wti brent crude prices dropped us crude gasoline inventories rose expected domestic oil production hit new high raising concerns opecs efforts balance market,negative,0.01,0.99,0.0
2018-03-01,2018-03-06,gold prices fell threeweek low us dollar strengthened following federal reserve chair jerome powells comments supporting gradual interest rate hikes silver prices also declined markets largely ignored weakerthanexpected us economic growth data,negative,0.01,0.99,0.0
2018-03-02,2018-03-06,president trumps proposed tariffs steel aluminum imports expected redirect excess metal especially china southeast asia potentially causing supply glut lower prices could hurt regional producers industry experts warn shift may spark increased competition possible plant closures retaliatory trade measures,negative,0.01,0.99,0.0
