Date,Generated Headline,Classification,Positive,Negative,Neutral
20180417,top white house energy adviser mike catanzaro steps return lobbying,positive,0.78,0.19,0.03
20180417,venezuelas oil industry faces crisis mass worker exodus deepens military leadership,positive,0.78,0.22,0.0
20180417,chevron executives arrested venezuela amid oil sector crackdown,positive,0.99,0.01,0.0
20180418,crude oil prices surge threeyear high unexpected inventory draws,positive,0.99,0.01,0.0
20180418,saudi arabia aims higher oil prices opec maintains supply cuts,negative,0.05,0.95,0.0
20180418,gold prices slip dollar strengthens risk appetite grows,negative,0.02,0.98,0.0
20180418,gold prices rise investors await federal reserve guidance,positive,0.99,0.01,0.0
20180418,gold prices edge higher weaker dollar offsets easing geopolitical tensions,positive,0.98,0.02,0.0
20180418,gold prices dip strong us data boosts dollar,negative,0.02,0.98,0.0
20180418,goldman sachs predicts aluminum prices could surge $ 3000 amid us sanctions russian producer,positive,0.99,0.01,0.0
20180418,oil prices hover near multiyear high amid mideast tensions uncertainty iran deal,positive,0.99,0.01,0.0
20180418,oil market volatility surges investors brace potential iran sanctions,positive,0.97,0.03,0.0
20180418,oil prices rise ahead us supply data amid middle east tensions,positive,0.99,0.01,0.0
20180418,us crude oil prices surge inventories drop expected,positive,0.8,0.2,0.0
20180418,oil prices surge nearly 3 % saudi arabia signals support higher crude us inventories fall,positive,0.99,0.01,0.0
20180418,opec russia poised extend oil output cuts prices hit threeyear high,positive,0.98,0.02,0.0
20180419,trudeau vows kinder morgan pipeline proceed canadians best interests,positive,0.94,0.05,0.02
20180419,us natural gas storage drops sharply remains well seasonal averages,positive,0.79,0.2,0.0
20180419,oil prices dip traders take profits ahead opec compliance meeting,negative,0.09,0.91,0.0
20180419,swedish aluminum smelter faces soaring power costs suspension nordic market,positive,0.72,0.28,0.0
20180419,european utilities retreat crossborder deals amid rising nationalism,negative,0.02,0.98,0.0
20180419,china nears deal first refinery stake americas petrobras partnership,negative,0.28,0.71,0.01
20180419,gold prices steady despite stronger dollar rising bond yields,neutral,0.01,0.0,0.99
20180419,gold edges higher dollar steadies amid rising treasury yields geopolitical uncertainty,positive,0.97,0.03,0.0
20180419,gold prices dip treasury yields rise dollar holds steady,negative,0.1,0.9,0.0
20180419,gold prices edge higher amid dollar weakness geopolitical uncertainty,positive,0.99,0.01,0.0
20180419,mexican ministers meet us officials washington nafta talks,positive,0.67,0.31,0.02
20180419,oil prices hit threeyear high saudi arabia withholds supply us inventories fall,negative,0.07,0.93,0.0
20180419,oil prices hold near threeyear highs opec cuts strong demand tighten market,negative,0.2,0.52,0.28
20180419,oil prices hit highest levels since 2014 saudi arabia signals support gains,positive,0.99,0.01,0.0
20180419,oil prices hit threeyear high us inventories drop opec maintains production cuts,negative,0.03,0.97,0.0
20180419,oil prices hit highest level since 2014 saudi arabia pushes gains,positive,0.99,0.01,0.0
20180419,aluminum nickel prices surge multiyear highs amid us sanctions rusal,positive,0.99,0.01,0.0
20180419,rosnefts pipeline deal boosts russian influence iraqs kurdistan amid political turmoil,negative,0.19,0.8,0.0
20180419,saudi arabias push $ 100 oil risks repeating price boombust cycle,positive,0.68,0.31,0.0
20180419,trudeau seeks significant progress nafta talks amid tight timelines,positive,0.62,0.38,0.0
20180419,trump administration weighs using defense law support coal nuclear plants,negative,0.06,0.93,0.01
20180420,asian oil demand hits record high driving global prices threeyear peak amid supply risks,positive,0.99,0.01,0.0
20180420,oil prices reach multiyear highs opecled production cuts drive market optimism,positive,0.91,0.09,0.0
20180420,oil prices climb opec signals continued output cuts amid geopolitical tensions,positive,0.94,0.06,0.0
20180420,gold prices slip dollar strengthens fed rate hike expectations grow,negative,0.01,0.99,0.0
20180420,gold prices fall stronger dollar fed rate hike expectations weigh metals,negative,0.01,0.99,0.0
20180420,gold prices dip stronger dollar easing geopolitical tensions weigh demand,negative,0.03,0.97,0.0
20180420,gold prices set end twoweek rally safehaven demand weakens dollar strengthens,negative,0.09,0.9,0.01
20180420,aluminum nickel prices surge us sanctions russias rusal disrupt global metals markets,positive,0.99,0.01,0.0
20180420,oil prices drop trump criticizes opec russia production cuts,negative,0.08,0.92,0.0
20180420,oil prices hold near threeyear highs opec russia meet saudi arabia,neutral,0.22,0.15,0.63
20180420,oil prices climb second week opec allies maintain supply cuts,positive,0.97,0.03,0.0
20180420,investors return oil majors strong earnings higher dividends expected,negative,0.03,0.97,0.0
20180420,opec russia signal continued oil production cuts despite nearelimination global surplus,positive,0.99,0.0,0.0
20180420,russia signals possible easing oil output cuts opec stays bullish,positive,0.97,0.02,0.01
20180420,trump weighs options lower oil prices opec meets amid market uncertainty,negative,0.01,0.99,0.0
20180420,trump criticizes opec artificially high oil prices producers defend output cuts,negative,0.05,0.94,0.0
20180422,britain south korea discuss extending north sea crude oil trade benefits postbrexit,negative,0.1,0.89,0.01
20180422,oil markets weigh opec cuts rising us output prices hit multiyear highs,negative,0.19,0.81,0.0
20180422,gold prices pressure stronger dollar fed rate hike expectations weigh metals,positive,0.95,0.05,0.0
20180422,gold prices dip stronger dollar rising treasury yields weigh markets,negative,0.11,0.89,0.0
20180422,merkel welcomes eumexico trade deal emphasizes free trade ahead trump meeting,positive,0.96,0.04,0.01
20180423,aluminum prices plunge us signals possible sanctions relief russian producer rusal,negative,0.05,0.95,0.0
20180423,oil prices rise supply drops iran signals uncertainty outputcut extension,positive,0.74,0.26,0.0
20180423,eu seeks join wto dispute us steel aluminum tariffs,negative,0.07,0.92,0.01
20180423,canadian oil producers turn trucks amid pipeline rail bottlenecks,positive,0.99,0.01,0.0
20180423,gold prices fall stronger dollar rising yields weigh precious metals,negative,0.02,0.98,0.0
20180423,gold prices edge higher dollar dips despite rising treasury yields,positive,0.97,0.03,0.0
20180423,gold prices hit twoweek low stronger dollar easing geopolitical tensions weigh demand,negative,0.02,0.98,0.0
20180423,gold prices slide twoweek lows dollar strengthens geopolitical tensions ease,negative,0.01,0.99,0.0
20180423,libya weighs intervention totals $ 450 million deal marathon oil stake,negative,0.22,0.78,0.0
20180423,natural gas futures dip warmer spring temperatures expected weaken demand,negative,0.03,0.97,0.0
20180423,oil prices slip rising us rig count signals higher output amid global supply tensions,negative,0.2,0.8,0.0
20180423,oil prices dip rising us output counters opec supply cuts,negative,0.03,0.97,0.0
20180423,oil prices slip rising us rig count signals higher output,negative,0.03,0.97,0.0
20180423,oil prices fall iran questions need opec output cuts us production rises,negative,0.03,0.97,0.0
20180423,us oil exports surge record levels europe challenging opec russian supplies,negative,0.0,1.0,0.0
20180423,us signals possible easing rusal sanctions triggering record aluminum price drop,negative,0.01,0.99,0.0
20180424,us treasury eases rusal sanctions offering relief global aluminum markets,negative,0.21,0.79,0.0
20180424,saudi aramco aims double oil trading volumes eyes top global spot,negative,0.01,0.99,0.0
20180424,china maintains minimal fuel food exports north korea amid ongoing sanctions,neutral,0.01,0.01,0.99
20180424,oil prices drop us france move closer iran nuclear deal agreement,negative,0.01,0.99,0.0
20180424,gold prices edge higher remain pressure stronger dollar rising yields,positive,0.99,0.01,0.0
20180424,gold prices rebound treasury yields retreat dollar weakens,positive,0.91,0.09,0.0
20180424,gold prices rise weaker dollar offsets climb treasury yields,positive,0.98,0.02,0.0
20180424,oil prices hit threeyear highs amid supply concerns rising us output,positive,0.99,0.01,0.0
20180424,oil prices climb investors await us inventory data opec decision,positive,0.98,0.02,0.0
20180424,oil prices climb fears us sanctions impacting irans crude output,positive,0.69,0.31,0.0
20180424,oil prices near $ 69 middle east tensions falling us stockpiles drive rally,negative,0.01,0.99,0.0
20180424,oil prices surge highest level since 2014 amid opec cuts iran sanctions threat,positive,0.99,0.01,0.0
20180424,epa proposes rule limit use confidential scientific data regulations,positive,0.39,0.38,0.23
20180424,us sorghum shipments diverted china saudi arabia trade dispute,positive,0.65,0.11,0.25
20180425,china halts us soybean purchases amid trade tensions boosts brazilian imports,positive,0.59,0.41,0.0
20180425,chevron evacuates executives venezuela workers jailed pdvsa contract dispute,positive,0.99,0.0,0.0
20180425,us crude oil prices dip unexpected inventory build,negative,0.01,0.99,0.0
20180425,oil prices rise record us exports offset unexpected inventory build,positive,0.99,0.01,0.0
20180425,gold prices drop stronger dollar rising bond yields weigh metals,negative,0.01,0.99,0.0
20180425,gold prices fall us treasury yields hit fouryear high boosting dollar,negative,0.08,0.92,0.0
20180425,gold prices slide stronger dollar rising yields dampen demand,negative,0.1,0.9,0.0
20180425,gold prices slip stronger dollar rising yields weigh demand,negative,0.01,0.99,0.0
20180425,gold prices edge higher dollar retreats despite rising treasury yields,positive,0.94,0.06,0.0
20180425,us exports first lng shipment japan amid trade tensions,negative,0.01,0.99,0.0
20180425,metal markets stabilize aluminum recovers nickel rises amid shifting sanctions mining policies,positive,0.98,0.01,0.0
20180425,oil prices retreat threeyear highs us output inventories rise,negative,0.12,0.88,0.0
20180425,oil prices steady macron pushes new iran nuclear deal avert us sanctions,neutral,0.0,0.01,0.99
20180425,oil prices steady rising us output offsets opec cuts geopolitical risks,neutral,0.02,0.02,0.97
20180425,oil prices hold steady near multiyear highs investors await us inventory data,neutral,0.01,0.0,0.99
20180425,trump criticizes opec oil prices us shale producers benefit market dynamics,negative,0.09,0.91,0.0
20180426,aluminum market faces ongoing supply risks sanctions uncertainty drives price volatility,negative,0.03,0.97,0.0
20180426,chinas scrap metal recyclers face strain solid waste import bans tighten,negative,0.06,0.93,0.0
20180426,oil prices edge higher us considers withdrawal iran nuclear deal,positive,0.99,0.01,0.0
20180426,eu monitors aluminum imports amid concerns us tariffs market oversupply,positive,0.55,0.3,0.14
20180426,gold prices dip stronger dollar economic data weigh metals,negative,0.07,0.93,0.0
20180426,gold prices slip strong dollar easing geopolitical tensions weigh demand,negative,0.01,0.99,0.0
20180426,gold prices dip dollar treasury yields retreat amid easing geopolitical tensions,negative,0.01,0.99,0.0
20180426,gold prices slip strong dollar rising treasury yields pressure metals,negative,0.01,0.99,0.0
20180426,natural gas futures hit 11week high largerthanexpected storage draw,positive,0.92,0.08,0.0
20180426,oil prices edge higher near multiyear highs amid middle east tensions supply concerns,positive,0.99,0.01,0.0
20180426,oil prices edge higher amid iran sanctions concerns venezuela supply woes,positive,0.99,0.01,0.0
