Date,Date Group,Generated Headline,Classification,Positive,Negative,Neutral
2017-11-23,2017-11-25,opec schedules brief meeting decide extension oil output cuts,positive,1.0,0.0,0.0
2017-11-24,2017-11-25,opec russia near agreement extend oil production cuts 2018,positive,1.0,0.0,0.0
2017-11-20,2017-11-26,oil prices fall rising us output uncertainty opec cuts weigh market,negative,0.01,0.99,0.0
2017-11-21,2017-11-26,oil prices edge higher investors await us inventory data opec meeting,positive,0.99,0.01,0.0
2017-11-22,2017-11-26,chinas factory activity expands third consecutive month june,negative,0.0,0.99,0.0
2017-11-23,2017-11-26,opec schedules brief meeting decide extension oil output cuts,positive,1.0,0.0,0.0
2017-11-24,2017-11-26,opec russia near agreement extend oil production cuts 2018,positive,1.0,0.0,0.0
2017-11-26,2017-11-26,venezuela appoints military general lead pdvsa amid oil industry turmoil,positive,0.99,0.01,0.0
2017-11-21,2017-11-27,oil prices edge higher investors await us inventory data opec meeting,positive,0.99,0.01,0.0
2017-11-22,2017-11-27,chinas factory activity expands third consecutive month june,negative,0.0,0.99,0.0
2017-11-23,2017-11-27,opec schedules brief meeting decide extension oil output cuts,positive,1.0,0.0,0.0
2017-11-24,2017-11-27,opec russia near agreement extend oil production cuts 2018,positive,1.0,0.0,0.0
2017-11-26,2017-11-27,venezuela appoints military general lead pdvsa amid oil industry turmoil,positive,0.99,0.01,0.0
2017-11-27,2017-11-27,keystone pipeline leaks frequently transcanada predicted raising safety concerns,positive,1.0,0.0,0.0
2017-11-22,2017-11-28,chinas factory activity expands third consecutive month june,negative,0.0,0.99,0.0
2017-11-23,2017-11-28,opec schedules brief meeting decide extension oil output cuts,positive,1.0,0.0,0.0
2017-11-24,2017-11-28,opec russia near agreement extend oil production cuts 2018,positive,1.0,0.0,0.0
2017-11-26,2017-11-28,venezuela appoints military general lead pdvsa amid oil industry turmoil,positive,0.99,0.01,0.0
2017-11-27,2017-11-28,keystone pipeline leaks frequently transcanada predicted raising safety concerns,positive,1.0,0.0,0.0
2017-11-28,2017-11-28,oil prices fall ahead opec meeting market awaits output decision,negative,0.01,0.99,0.0
2017-11-23,2017-11-29,opec schedules brief meeting decide extension oil output cuts,positive,1.0,0.0,0.0
2017-11-24,2017-11-29,opec russia near agreement extend oil production cuts 2018,positive,1.0,0.0,0.0
2017-11-26,2017-11-29,venezuela appoints military general lead pdvsa amid oil industry turmoil,positive,0.99,0.01,0.0
2017-11-27,2017-11-29,keystone pipeline leaks frequently transcanada predicted raising safety concerns,positive,1.0,0.0,0.0
2017-11-28,2017-11-29,oil prices fall ahead opec meeting market awaits output decision,negative,0.01,0.99,0.0
2017-11-29,2017-11-29,gold prices fall strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-24,2017-11-30,opec russia near agreement extend oil production cuts 2018,positive,1.0,0.0,0.0
2017-11-26,2017-11-30,venezuela appoints military general lead pdvsa amid oil industry turmoil,positive,0.99,0.01,0.0
2017-11-27,2017-11-30,keystone pipeline leaks frequently transcanada predicted raising safety concerns,positive,1.0,0.0,0.0
2017-11-28,2017-11-30,oil prices fall ahead opec meeting market awaits output decision,negative,0.01,0.99,0.0
2017-11-29,2017-11-30,gold prices fall strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-30,2017-11-30,gold prices slip strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-26,2017-12-01,venezuela appoints military general lead pdvsa amid oil industry turmoil,positive,0.99,0.01,0.0
2017-11-27,2017-12-01,keystone pipeline leaks frequently transcanada predicted raising safety concerns,positive,1.0,0.0,0.0
2017-11-28,2017-12-01,oil prices fall ahead opec meeting market awaits output decision,negative,0.01,0.99,0.0
2017-11-29,2017-12-01,gold prices fall strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-30,2017-12-01,gold prices slip strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-12-01,2017-12-01,oil prices rise opec allies extend output cuts 2018,positive,0.99,0.01,0.0
2017-11-26,2017-12-02,venezuela appoints military general lead pdvsa amid oil industry turmoil,positive,0.99,0.01,0.0
2017-11-27,2017-12-02,keystone pipeline leaks frequently transcanada predicted raising safety concerns,positive,1.0,0.0,0.0
2017-11-28,2017-12-02,oil prices fall ahead opec meeting market awaits output decision,negative,0.01,0.99,0.0
2017-11-29,2017-12-02,gold prices fall strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-30,2017-12-02,gold prices slip strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-12-01,2017-12-02,oil prices rise opec allies extend output cuts 2018,positive,0.99,0.01,0.0
2017-11-27,2017-12-03,keystone pipeline leaks frequently transcanada predicted raising safety concerns,positive,1.0,0.0,0.0
2017-11-28,2017-12-03,oil prices fall ahead opec meeting market awaits output decision,negative,0.01,0.99,0.0
2017-11-29,2017-12-03,gold prices fall strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-30,2017-12-03,gold prices slip strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-12-01,2017-12-03,oil prices rise opec allies extend output cuts 2018,positive,0.99,0.01,0.0
2017-12-03,2017-12-03,exxon mobil eyes entry egypts offshore oil gas sector boost reserves,negative,0.0,1.0,0.0
2017-11-28,2017-12-04,oil prices fall ahead opec meeting market awaits output decision,negative,0.01,0.99,0.0
2017-11-29,2017-12-04,gold prices fall strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-30,2017-12-04,gold prices slip strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-12-01,2017-12-04,oil prices rise opec allies extend output cuts 2018,positive,0.99,0.01,0.0
2017-12-03,2017-12-04,exxon mobil eyes entry egypts offshore oil gas sector boost reserves,negative,0.0,1.0,0.0
2017-12-04,2017-12-04,gold prices fall stronger dollar follows senate passage us tax bill,negative,0.01,0.99,0.0
2017-11-29,2017-12-05,gold prices fall strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-11-30,2017-12-05,gold prices slip strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-12-01,2017-12-05,oil prices rise opec allies extend output cuts 2018,positive,0.99,0.01,0.0
2017-12-03,2017-12-05,exxon mobil eyes entry egypts offshore oil gas sector boost reserves,negative,0.0,1.0,0.0
2017-12-04,2017-12-05,gold prices fall stronger dollar follows senate passage us tax bill,negative,0.01,0.99,0.0
2017-12-05,2017-12-05,oil prices fall second day investors await us inventory data,negative,0.01,0.99,0.0
2017-11-30,2017-12-06,gold prices slip strong us economic data boosts dollar,negative,0.01,0.99,0.0
2017-12-01,2017-12-06,oil prices rise opec allies extend output cuts 2018,positive,0.99,0.01,0.0
2017-12-03,2017-12-06,exxon mobil eyes entry egypts offshore oil gas sector boost reserves,negative,0.0,1.0,0.0
2017-12-04,2017-12-06,gold prices fall stronger dollar follows senate passage us tax bill,negative,0.01,0.99,0.0
2017-12-05,2017-12-06,oil prices fall second day investors await us inventory data,negative,0.01,0.99,0.0
2017-12-06,2017-12-06,copper market faces caution supply glut china slowdown unwinding positions weigh prices,negative,0.01,0.99,0.0
2017-12-01,2017-12-07,oil prices rise opec allies extend output cuts 2018,positive,0.99,0.01,0.0
2017-12-03,2017-12-07,exxon mobil eyes entry egypts offshore oil gas sector boost reserves,negative,0.0,1.0,0.0
2017-12-04,2017-12-07,gold prices fall stronger dollar follows senate passage us tax bill,negative,0.01,0.99,0.0
2017-12-05,2017-12-07,oil prices fall second day investors await us inventory data,negative,0.01,0.99,0.0
2017-12-06,2017-12-07,copper market faces caution supply glut china slowdown unwinding positions weigh prices,negative,0.01,0.99,0.0
2017-12-07,2017-12-07,chinas secondlargest copper smelter cuts output amid winter pollution curbs,positive,0.99,0.01,0.0
2017-12-03,2017-12-08,exxon mobil eyes entry egypts offshore oil gas sector boost reserves,negative,0.0,1.0,0.0
2017-12-04,2017-12-08,gold prices fall stronger dollar follows senate passage us tax bill,negative,0.01,0.99,0.0
2017-12-05,2017-12-08,oil prices fall second day investors await us inventory data,negative,0.01,0.99,0.0
2017-12-06,2017-12-08,copper market faces caution supply glut china slowdown unwinding positions weigh prices,negative,0.01,0.99,0.0
2017-12-07,2017-12-08,chinas secondlargest copper smelter cuts output amid winter pollution curbs,positive,0.99,0.01,0.0
2017-12-08,2017-12-08,oil prices climb strong chinese demand counters rising us output,positive,0.99,0.01,0.0
2017-12-03,2017-12-09,exxon mobil eyes entry egypts offshore oil gas sector boost reserves,negative,0.0,1.0,0.0
2017-12-04,2017-12-09,gold prices fall stronger dollar follows senate passage us tax bill,negative,0.01,0.99,0.0
2017-12-05,2017-12-09,oil prices fall second day investors await us inventory data,negative,0.01,0.99,0.0
2017-12-06,2017-12-09,copper market faces caution supply glut china slowdown unwinding positions weigh prices,negative,0.01,0.99,0.0
2017-12-07,2017-12-09,chinas secondlargest copper smelter cuts output amid winter pollution curbs,positive,0.99,0.01,0.0
2017-12-08,2017-12-09,oil prices climb strong chinese demand counters rising us output,positive,0.99,0.01,0.0
2017-12-09,2017-12-09,libyas unbacked government oil corporation central bank meet boost oil production amid economic strains,negative,0.0,1.0,0.0
2017-12-04,2017-12-10,gold prices fall stronger dollar follows senate passage us tax bill,negative,0.01,0.99,0.0
2017-12-05,2017-12-10,oil prices fall second day investors await us inventory data,negative,0.01,0.99,0.0
2017-12-06,2017-12-10,copper market faces caution supply glut china slowdown unwinding positions weigh prices,negative,0.01,0.99,0.0
2017-12-07,2017-12-10,chinas secondlargest copper smelter cuts output amid winter pollution curbs,positive,0.99,0.01,0.0
2017-12-08,2017-12-10,oil prices climb strong chinese demand counters rising us output,positive,0.99,0.01,0.0
2017-12-09,2017-12-10,libyas unbacked government oil corporation central bank meet boost oil production amid economic strains,negative,0.0,1.0,0.0
2017-12-10,2017-12-10,gold prices dip markets await fed rate decision policy signals,negative,0.02,0.98,0.0
2017-12-05,2017-12-11,oil prices fall second day investors await us inventory data,negative,0.01,0.99,0.0
2017-12-06,2017-12-11,copper market faces caution supply glut china slowdown unwinding positions weigh prices,negative,0.01,0.99,0.0
2017-12-07,2017-12-11,chinas secondlargest copper smelter cuts output amid winter pollution curbs,positive,0.99,0.01,0.0
2017-12-08,2017-12-11,oil prices climb strong chinese demand counters rising us output,positive,0.99,0.01,0.0
2017-12-09,2017-12-11,libyas unbacked government oil corporation central bank meet boost oil production amid economic strains,negative,0.0,1.0,0.0
2017-12-10,2017-12-11,gold prices dip markets await fed rate decision policy signals,negative,0.02,0.98,0.0
2017-12-11,2017-12-11,brent crude surges past $ 65 north sea pipeline shutdown spurs supply concerns,positive,0.98,0.02,0.0
2017-12-06,2017-12-12,copper market faces caution supply glut china slowdown unwinding positions weigh prices,negative,0.01,0.99,0.0
2017-12-07,2017-12-12,chinas secondlargest copper smelter cuts output amid winter pollution curbs,positive,0.99,0.01,0.0
2017-12-08,2017-12-12,oil prices climb strong chinese demand counters rising us output,positive,0.99,0.01,0.0
2017-12-09,2017-12-12,libyas unbacked government oil corporation central bank meet boost oil production amid economic strains,negative,0.0,1.0,0.0
2017-12-10,2017-12-12,gold prices dip markets await fed rate decision policy signals,negative,0.02,0.98,0.0
2017-12-11,2017-12-12,brent crude surges past $ 65 north sea pipeline shutdown spurs supply concerns,positive,0.98,0.02,0.0
2017-12-12,2017-12-12,oil prices fall forties pipeline shutdown timeline becomes clear,negative,0.01,0.99,0.0
2017-12-07,2017-12-13,chinas secondlargest copper smelter cuts output amid winter pollution curbs,positive,0.99,0.01,0.0
2017-12-08,2017-12-13,oil prices climb strong chinese demand counters rising us output,positive,0.99,0.01,0.0
2017-12-09,2017-12-13,libyas unbacked government oil corporation central bank meet boost oil production amid economic strains,negative,0.0,1.0,0.0
2017-12-10,2017-12-13,gold prices dip markets await fed rate decision policy signals,negative,0.02,0.98,0.0
2017-12-11,2017-12-13,brent crude surges past $ 65 north sea pipeline shutdown spurs supply concerns,positive,0.98,0.02,0.0
2017-12-12,2017-12-13,oil prices fall forties pipeline shutdown timeline becomes clear,negative,0.01,0.99,0.0
2017-12-13,2017-12-13,oil prices hold gains despite mixed chinese data rising us output,positive,0.99,0.01,0.0
2017-12-13,2017-12-13,us oil fuel exports hit record highs shale boom reshapes global markets,negative,0.0,1.0,0.0
2017-12-08,2017-12-14,oil prices climb strong chinese demand counters rising us output,positive,0.99,0.01,0.0
2017-12-09,2017-12-14,libyas unbacked government oil corporation central bank meet boost oil production amid economic strains,negative,0.0,1.0,0.0
2017-12-10,2017-12-14,gold prices dip markets await fed rate decision policy signals,negative,0.02,0.98,0.0
2017-12-11,2017-12-14,brent crude surges past $ 65 north sea pipeline shutdown spurs supply concerns,positive,0.98,0.02,0.0
2017-12-12,2017-12-14,oil prices fall forties pipeline shutdown timeline becomes clear,negative,0.01,0.99,0.0
2017-12-13,2017-12-14,oil prices hold gains despite mixed chinese data rising us output,positive,0.99,0.01,0.0
2017-12-13,2017-12-14,us oil fuel exports hit record highs shale boom reshapes global markets,negative,0.0,1.0,0.0
2017-12-14,2017-12-14,nigerian governors approve $ 1 billion oil reserves combat boko haram,negative,0.0,1.0,0.0
2017-12-09,2017-12-15,libyas unbacked government oil corporation central bank meet boost oil production amid economic strains,negative,0.0,1.0,0.0
2017-12-10,2017-12-15,gold prices dip markets await fed rate decision policy signals,negative,0.02,0.98,0.0
2017-12-11,2017-12-15,brent crude surges past $ 65 north sea pipeline shutdown spurs supply concerns,positive,0.98,0.02,0.0
2017-12-12,2017-12-15,oil prices fall forties pipeline shutdown timeline becomes clear,negative,0.01,0.99,0.0
2017-12-13,2017-12-15,oil prices hold gains despite mixed chinese data rising us output,positive,0.99,0.01,0.0
