Date,Date Group,Keywords,Classification,Positive,Negative,Neutral
2018-05-10,2018-05-10,oil prices middle east iran sanctions crude supply brent crude,negative,0.01,0.98,0.01
2018-05-05,2018-05-11,saudi aramco local manufacturing supply agreements industrial expansion saudi arabia,negative,0.02,0.97,0.0
2018-05-05,2018-05-11,pdvsa simon zerpa venezuela sanctions corruption,positive,0.99,0.0,0.0
2018-05-06,2018-05-11,iran opec oil prices saudi arabia us sanctions,negative,0.04,0.96,0.0
2018-05-07,2018-05-11,oil prices iran sanctions venezuela saudi arabia opec,negative,0.03,0.97,0.0
2018-05-08,2018-05-11,qatar petroleum lng expansion overseas investment north field,negative,0.0,0.99,0.0
2018-05-09,2018-05-11,gold dollar treasury yields iran deal oil prices,negative,0.04,0.96,0.0
2018-05-10,2018-05-11,oil prices middle east iran sanctions crude supply brent crude,negative,0.01,0.98,0.01
2018-05-11,2018-05-11,natural gas lng exports iran sanctions west texas oil prices,positive,0.98,0.02,0.0
2018-05-06,2018-05-12,iran opec oil prices saudi arabia us sanctions,negative,0.04,0.96,0.0
2018-05-07,2018-05-12,oil prices iran sanctions venezuela saudi arabia opec,negative,0.03,0.97,0.0
2018-05-08,2018-05-12,qatar petroleum lng expansion overseas investment north field,negative,0.0,0.99,0.0
2018-05-09,2018-05-12,gold dollar treasury yields iran deal oil prices,negative,0.04,0.96,0.0
2018-05-10,2018-05-12,oil prices middle east iran sanctions crude supply brent crude,negative,0.01,0.98,0.01
2018-05-11,2018-05-12,natural gas lng exports iran sanctions west texas oil prices,positive,0.98,0.02,0.0
2018-05-12,2018-05-12,conocophillips pdvsa asset seizure curacao arbitration,positive,0.5,0.49,0.01
2018-05-07,2018-05-13,oil prices iran sanctions venezuela saudi arabia opec,negative,0.03,0.97,0.0
2018-05-08,2018-05-13,qatar petroleum lng expansion overseas investment north field,negative,0.0,0.99,0.0
2018-05-09,2018-05-13,gold dollar treasury yields iran deal oil prices,negative,0.04,0.96,0.0
2018-05-10,2018-05-13,oil prices middle east iran sanctions crude supply brent crude,negative,0.01,0.98,0.01
2018-05-11,2018-05-13,natural gas lng exports iran sanctions west texas oil prices,positive,0.98,0.02,0.0
2018-05-12,2018-05-13,conocophillips pdvsa asset seizure curacao arbitration,positive,0.5,0.49,0.01
2018-05-13,2018-05-13,iran sanctions oil prices us production opec middle east,negative,0.02,0.97,0.0
2018-05-08,2018-05-14,qatar petroleum lng expansion overseas investment north field,negative,0.0,0.99,0.0
2018-05-09,2018-05-14,gold dollar treasury yields iran deal oil prices,negative,0.04,0.96,0.0
2018-05-10,2018-05-14,oil prices middle east iran sanctions crude supply brent crude,negative,0.01,0.98,0.01
2018-05-11,2018-05-14,natural gas lng exports iran sanctions west texas oil prices,positive,0.98,0.02,0.0
2018-05-12,2018-05-14,conocophillips pdvsa asset seizure curacao arbitration,positive,0.5,0.49,0.01
2018-05-13,2018-05-14,iran sanctions oil prices us production opec middle east,negative,0.02,0.97,0.0
2018-05-14,2018-05-14,gold dollar treasury yields inflation precious metals,negative,0.02,0.98,0.0
2018-05-09,2018-05-15,gold dollar treasury yields iran deal oil prices,negative,0.04,0.96,0.0
2018-05-10,2018-05-15,oil prices middle east iran sanctions crude supply brent crude,negative,0.01,0.98,0.01
2018-05-11,2018-05-15,natural gas lng exports iran sanctions west texas oil prices,positive,0.98,0.02,0.0
2018-05-12,2018-05-15,conocophillips pdvsa asset seizure curacao arbitration,positive,0.5,0.49,0.01
2018-05-13,2018-05-15,iran sanctions oil prices us production opec middle east,negative,0.02,0.97,0.0
2018-05-14,2018-05-15,gold dollar treasury yields inflation precious metals,negative,0.02,0.98,0.0
2018-05-15,2018-05-15,oil prices iran sanctions brent crude opec global supply,negative,0.02,0.98,0.0
2018-05-10,2018-05-16,oil prices middle east iran sanctions crude supply brent crude,negative,0.01,0.98,0.01
2018-05-11,2018-05-16,natural gas lng exports iran sanctions west texas oil prices,positive,0.98,0.02,0.0
2018-05-12,2018-05-16,conocophillips pdvsa asset seizure curacao arbitration,positive,0.5,0.49,0.01
2018-05-13,2018-05-16,iran sanctions oil prices us production opec middle east,negative,0.02,0.97,0.0
2018-05-14,2018-05-16,gold dollar treasury yields inflation precious metals,negative,0.02,0.98,0.0
2018-05-15,2018-05-16,oil prices iran sanctions brent crude opec global supply,negative,0.02,0.98,0.0
2018-05-16,2018-05-16,oil inventories wti iran sanctions iea forecast brent crude,negative,0.0,0.99,0.0
2018-05-11,2018-05-17,natural gas lng exports iran sanctions west texas oil prices,positive,0.98,0.02,0.0
2018-05-12,2018-05-17,conocophillips pdvsa asset seizure curacao arbitration,positive,0.5,0.49,0.01
2018-05-13,2018-05-17,iran sanctions oil prices us production opec middle east,negative,0.02,0.97,0.0
2018-05-14,2018-05-17,gold dollar treasury yields inflation precious metals,negative,0.02,0.98,0.0
2018-05-15,2018-05-17,oil prices iran sanctions brent crude opec global supply,negative,0.02,0.98,0.0
2018-05-16,2018-05-17,oil inventories wti iran sanctions iea forecast brent crude,negative,0.0,0.99,0.0
2018-05-17,2018-05-17,gold dollar building permits industrial production north korea,negative,0.01,0.99,0.0
2018-05-12,2018-05-18,conocophillips pdvsa asset seizure curacao arbitration,positive,0.5,0.49,0.01
2018-05-13,2018-05-18,iran sanctions oil prices us production opec middle east,negative,0.02,0.97,0.0
2018-05-14,2018-05-18,gold dollar treasury yields inflation precious metals,negative,0.02,0.98,0.0
2018-05-15,2018-05-18,oil prices iran sanctions brent crude opec global supply,negative,0.02,0.98,0.0
2018-05-16,2018-05-18,oil inventories wti iran sanctions iea forecast brent crude,negative,0.0,0.99,0.0
2018-05-17,2018-05-18,gold dollar building permits industrial production north korea,negative,0.01,0.99,0.0
2018-05-18,2018-05-18,gold dollar treasury yields precious metals comex,negative,0.03,0.97,0.0
2018-05-13,2018-05-19,iran sanctions oil prices us production opec middle east,negative,0.02,0.97,0.0
2018-05-14,2018-05-19,gold dollar treasury yields inflation precious metals,negative,0.02,0.98,0.0
2018-05-15,2018-05-19,oil prices iran sanctions brent crude opec global supply,negative,0.02,0.98,0.0
2018-05-16,2018-05-19,oil inventories wti iran sanctions iea forecast brent crude,negative,0.0,0.99,0.0
2018-05-17,2018-05-19,gold dollar building permits industrial production north korea,negative,0.01,0.99,0.0
2018-05-18,2018-05-19,gold dollar treasury yields precious metals comex,negative,0.03,0.97,0.0
2018-05-14,2018-05-20,gold dollar treasury yields inflation precious metals,negative,0.02,0.98,0.0
2018-05-15,2018-05-20,oil prices iran sanctions brent crude opec global supply,negative,0.02,0.98,0.0
2018-05-16,2018-05-20,oil inventories wti iran sanctions iea forecast brent crude,negative,0.0,0.99,0.0
2018-05-17,2018-05-20,gold dollar building permits industrial production north korea,negative,0.01,0.99,0.0
2018-05-18,2018-05-20,gold dollar treasury yields precious metals comex,negative,0.03,0.97,0.0
2018-05-20,2018-05-20,oil prices uschina trade sanctions opec venezuela,negative,0.05,0.94,0.0
2018-05-15,2018-05-21,oil prices iran sanctions brent crude opec global supply,negative,0.02,0.98,0.0
2018-05-16,2018-05-21,oil inventories wti iran sanctions iea forecast brent crude,negative,0.0,0.99,0.0
2018-05-17,2018-05-21,gold dollar building permits industrial production north korea,negative,0.01,0.99,0.0
2018-05-18,2018-05-21,gold dollar treasury yields precious metals comex,negative,0.03,0.97,0.0
2018-05-20,2018-05-21,oil prices uschina trade sanctions opec venezuela,negative,0.05,0.94,0.0
2018-05-21,2018-05-21,oil prices venezuela sanctions supply forecasts,negative,0.05,0.95,0.0
2018-05-16,2018-05-22,oil inventories wti iran sanctions iea forecast brent crude,negative,0.0,0.99,0.0
2018-05-17,2018-05-22,gold dollar building permits industrial production north korea,negative,0.01,0.99,0.0
2018-05-18,2018-05-22,gold dollar treasury yields precious metals comex,negative,0.03,0.97,0.0
2018-05-20,2018-05-22,oil prices uschina trade sanctions opec venezuela,negative,0.05,0.94,0.0
2018-05-21,2018-05-22,oil prices venezuela sanctions supply forecasts,negative,0.05,0.95,0.0
2018-05-22,2018-05-22,gold uschina trade federal reserve equities precious metals,negative,0.03,0.97,0.0
2018-05-17,2018-05-23,gold dollar building permits industrial production north korea,negative,0.01,0.99,0.0
2018-05-18,2018-05-23,gold dollar treasury yields precious metals comex,negative,0.03,0.97,0.0
2018-05-20,2018-05-23,oil prices uschina trade sanctions opec venezuela,negative,0.05,0.94,0.0
2018-05-21,2018-05-23,oil prices venezuela sanctions supply forecasts,negative,0.05,0.95,0.0
2018-05-22,2018-05-23,gold uschina trade federal reserve equities precious metals,negative,0.03,0.97,0.0
2018-05-23,2018-05-23,gold us dollar federal reserve treasury yields north korea,negative,0.05,0.95,0.01
2018-05-18,2018-05-24,gold dollar treasury yields precious metals comex,negative,0.03,0.97,0.0
2018-05-20,2018-05-24,oil prices uschina trade sanctions opec venezuela,negative,0.05,0.94,0.0
2018-05-21,2018-05-24,oil prices venezuela sanctions supply forecasts,negative,0.05,0.95,0.0
2018-05-22,2018-05-24,gold uschina trade federal reserve equities precious metals,negative,0.03,0.97,0.0
2018-05-23,2018-05-24,gold us dollar federal reserve treasury yields north korea,negative,0.05,0.95,0.01
2018-05-24,2018-05-24,opec russia oil cuts crude prices sanctions,negative,0.01,0.99,0.0
2018-05-20,2018-05-25,oil prices uschina trade sanctions opec venezuela,negative,0.05,0.94,0.0
2018-05-21,2018-05-25,oil prices venezuela sanctions supply forecasts,negative,0.05,0.95,0.0
2018-05-22,2018-05-25,gold uschina trade federal reserve equities precious metals,negative,0.03,0.97,0.0
2018-05-23,2018-05-25,gold us dollar federal reserve treasury yields north korea,negative,0.05,0.95,0.01
2018-05-24,2018-05-25,opec russia oil cuts crude prices sanctions,negative,0.01,0.99,0.0
2018-05-25,2018-05-25,opec russia oil prices output increase saudi arabia,negative,0.03,0.97,0.0
2018-05-20,2018-05-26,oil prices uschina trade sanctions opec venezuela,negative,0.05,0.94,0.0
2018-05-21,2018-05-26,oil prices venezuela sanctions supply forecasts,negative,0.05,0.95,0.0
2018-05-22,2018-05-26,gold uschina trade federal reserve equities precious metals,negative,0.03,0.97,0.0
2018-05-23,2018-05-26,gold us dollar federal reserve treasury yields north korea,negative,0.05,0.95,0.01
2018-05-24,2018-05-26,opec russia oil cuts crude prices sanctions,negative,0.01,0.99,0.0
2018-05-25,2018-05-26,opec russia oil prices output increase saudi arabia,negative,0.03,0.97,0.0
2018-05-26,2018-05-26,opec oil production russia output curbs oil prices,positive,1.0,0.0,0.0
2018-05-21,2018-05-27,oil prices venezuela sanctions supply forecasts,negative,0.05,0.95,0.0
2018-05-22,2018-05-27,gold uschina trade federal reserve equities precious metals,negative,0.03,0.97,0.0
2018-05-23,2018-05-27,gold us dollar federal reserve treasury yields north korea,negative,0.05,0.95,0.01
2018-05-24,2018-05-27,opec russia oil cuts crude prices sanctions,negative,0.01,0.99,0.0
2018-05-25,2018-05-27,opec russia oil prices output increase saudi arabia,negative,0.03,0.97,0.0
2018-05-26,2018-05-27,opec oil production russia output curbs oil prices,positive,1.0,0.0,0.0
2018-05-27,2018-05-27,kinder morgan pipeline expansion investor confidence trudeau oil sands,negative,0.03,0.97,0.0
2018-05-22,2018-05-28,gold uschina trade federal reserve equities precious metals,negative,0.03,0.97,0.0
2018-05-23,2018-05-28,gold us dollar federal reserve treasury yields north korea,negative,0.05,0.95,0.01
2018-05-24,2018-05-28,opec russia oil cuts crude prices sanctions,negative,0.01,0.99,0.0
2018-05-25,2018-05-28,opec russia oil prices output increase saudi arabia,negative,0.03,0.97,0.0
2018-05-26,2018-05-28,opec oil production russia output curbs oil prices,positive,1.0,0.0,0.0
2018-05-27,2018-05-28,kinder morgan pipeline expansion investor confidence trudeau oil sands,negative,0.03,0.97,0.0
2018-05-28,2018-05-28,oil prices opec production increase russia us crude,negative,0.01,0.99,0.0
2018-05-23,2018-05-29,gold us dollar federal reserve treasury yields north korea,negative,0.05,0.95,0.01
2018-05-24,2018-05-29,opec russia oil cuts crude prices sanctions,negative,0.01,0.99,0.0
2018-05-25,2018-05-29,opec russia oil prices output increase saudi arabia,negative,0.03,0.97,0.0
2018-05-26,2018-05-29,opec oil production russia output curbs oil prices,positive,1.0,0.0,0.0
2018-05-27,2018-05-29,kinder morgan pipeline expansion investor confidence trudeau oil sands,negative,0.03,0.97,0.0
2018-05-28,2018-05-29,oil prices opec production increase russia us crude,negative,0.01,0.99,0.0
2018-05-29,2018-05-29,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2018-05-24,2018-05-30,opec russia oil cuts crude prices sanctions,negative,0.01,0.99,0.0
2018-05-25,2018-05-30,opec russia oil prices output increase saudi arabia,negative,0.03,0.97,0.0
2018-05-26,2018-05-30,opec oil production russia output curbs oil prices,positive,1.0,0.0,0.0
2018-05-27,2018-05-30,kinder morgan pipeline expansion investor confidence trudeau oil sands,negative,0.03,0.97,0.0
2018-05-28,2018-05-30,oil prices opec production increase russia us crude,negative,0.01,0.99,0.0
2018-05-29,2018-05-30,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2018-05-30,2018-05-30,oil prices crude inventories opec production increase saudi arabia,negative,0.0,1.0,0.0
2018-05-25,2018-05-31,opec russia oil prices output increase saudi arabia,negative,0.03,0.97,0.0
2018-05-26,2018-05-31,opec oil production russia output curbs oil prices,positive,1.0,0.0,0.0
2018-05-27,2018-05-31,kinder morgan pipeline expansion investor confidence trudeau oil sands,negative,0.03,0.97,0.0
2018-05-28,2018-05-31,oil prices opec production increase russia us crude,negative,0.01,0.99,0.0
2018-05-29,2018-05-31,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2018-05-30,2018-05-31,oil prices crude inventories opec production increase saudi arabia,negative,0.0,1.0,0.0
2018-05-31,2018-05-31,oil inventories wti brent eia opec,negative,0.01,0.99,0.0
2018-05-26,2018-06-01,opec oil production russia output curbs oil prices,positive,1.0,0.0,0.0
2018-05-27,2018-06-01,kinder morgan pipeline expansion investor confidence trudeau oil sands,negative,0.03,0.97,0.0
2018-05-28,2018-06-01,oil prices opec production increase russia us crude,negative,0.01,0.99,0.0
2018-05-29,2018-06-01,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2018-05-30,2018-06-01,oil prices crude inventories opec production increase saudi arabia,negative,0.0,1.0,0.0
2018-05-31,2018-06-01,oil inventories wti brent eia opec,negative,0.01,0.99,0.0
2018-06-01,2018-06-01,crude oil opec us output production cuts oil prices,positive,1.0,0.0,0.0
2018-06-01,2018-06-01,oil prices us production opec sanctions drilling activity,negative,0.05,0.94,0.0
2018-05-27,2018-06-02,kinder morgan pipeline expansion investor confidence trudeau oil sands,negative,0.03,0.97,0.0
2018-05-28,2018-06-02,oil prices opec production increase russia us crude,negative,0.01,0.99,0.0
2018-05-29,2018-06-02,natural gas futures weather storage demand,negative,0.03,0.97,0.0
2018-05-30,2018-06-02,oil prices crude inventories opec production increase saudi arabia,negative,0.0,1.0,0.0
2018-05-31,2018-06-02,oil inventories wti brent eia opec,negative,0.01,0.99,0.0
2018-06-01,2018-06-02,crude oil opec us output production cuts oil prices,positive,1.0,0.0,0.0
2018-06-01,2018-06-02,oil prices us production opec sanctions drilling activity,negative,0.05,0.94,0.0
