Date,Headline,Classification,Positive,Negative,Neutral
20170409,crude gains asia geopolitical tensions support,positive,0.95,0.05,0.0
20170409,crude oil futures weekly outlook april 10 14,negative,0.01,0.52,0.47
20170409,crude oil remains positive asia geopolitical tensions,positive,0.54,0.02,0.44
20170409,gold / silver / copper futures weekly outlook april 10 14,negative,0.17,0.71,0.12
20170409,gold gains slightly early asia korean peninsula focus,positive,0.99,0.01,0.0
20170409,iran security body reviewing new ipc oil contracts minister,negative,0.03,0.97,0.0
20170409,saudi finance minister says income taxes saudi citizens,positive,0.68,0.22,0.1
20170410,crude edges asia api estimates ahead,positive,0.97,0.03,0.0
20170410,crude asia 5week highs risk views api estimates ahead,negative,0.39,0.61,0.0
20170410,crude prices settle higher amid libyan output disruptions,positive,0.98,0.02,0.0
20170410,gold edges lower strong dollar weighs,negative,0.03,0.97,0.0
20170410,gold gains asia yellen geopolitical risks focus,positive,0.99,0.01,0.0
20170410,gold turns negative despite dollar slump,negative,0.02,0.97,0.0
20170410,oil higher amid geopolitical tensions,positive,0.99,0.01,0.0
20170410,oil prices rise increasing us output tempers gains,positive,0.99,0.01,0.0
20170410,oil rises $ 55 libyan field shutdown syria,positive,0.93,0.07,0.0
20170410,oil surplus scarcity shale makes even harder predict,negative,0.21,0.79,0.0
20170410,russias foreign ministry says us strike syria aggressive act,positive,0.75,0.24,0.01
20170410,texas oil gas drilling climbs march well completions slip,negative,0.12,0.88,0.0
20170411,api reports 13 mln barrels crude draw build expected,negative,0.01,0.99,0.0
20170411,chevron executive pay rises 2016 value pensions,positive,0.95,0.05,0.0
20170411,crude prices initially asia despite api drop stocks,positive,0.53,0.35,0.12
20170411,crude rebounds asia api shows surprise crude stocks drop,positive,1.0,0.0,0.0
20170411,crude settles higher saudi arabia hints opec deal extension,positive,0.97,0.03,0.0
20170411,diversify die chinas independent oil refiners adapt new challenges,negative,0.21,0.79,0.0
20170411,exclusive saudis oil majors discuss gas investments ahead giant ipo,negative,0.01,0.99,0.0
20170411,exclusive opec figures show oil output cuts exceed pledge march sources,positive,0.99,0.01,0.0
20170411,gold holds gains asia korean peninsula risks,positive,0.95,0.05,0.01
20170411,gold moves higher geopolitical tension takes yellen stride,positive,0.98,0.01,0.0
20170411,gold trades near highs investors pour safehaven assets,positive,0.98,0.02,0.0
20170411,oil eases fiveweek top rising us production weighs,negative,0.02,0.98,0.0
20170411,oil majors reserves shrinking investors dont mind,positive,0.97,0.03,0.0
20170411,oil struggles continue rally ahead inventories,positive,0.79,0.21,0.0
20170411,russia start talking oil firms extending opec deal tass,negative,0.17,0.83,0.0
20170412,crude asia china says oil imports rose 15 % q1,positive,0.99,0.0,0.0
20170412,crude futures settle lower despite surprise dip us crude stockpiles,negative,0.08,0.92,0.0
20170412,crude heads weaker asian trading day china trade eyed,negative,0.01,0.99,0.0
20170412,crude holds weaker asia despite china q1 crude import gains,positive,0.99,0.01,0.0
20170412,gold drifts lower dollar turns positive,negative,0.02,0.98,0.0
20170412,gold near 5month highs riskoff trade,positive,0.68,0.32,0.0
20170412,gold prices jump asia solid china trade figures,positive,0.99,0.0,0.0
20170412,gold prices quoted sharply higher asia risk trump views,positive,0.98,0.02,0.0
20170412,gold touches 5month highs geopolitical tensions,negative,0.29,0.71,0.0
20170412,heightened global tensions bullish silver,positive,0.97,0.03,0.0
20170412,investors eye midstream sector production ramps,negative,0.34,0.65,0.01
20170412,oil eases onemonth peak traders eye cushing build us supply,negative,0.01,0.99,0.0
20170412,oil higher output cut extension hopes,negative,0.01,0.98,0.0
20170412,oil prices higher hopes output cut extension,positive,0.99,0.01,0.0
20170412,opec output cut compliance march 104 %,positive,0.99,0.01,0.0
20170412,opec sees rivals oil output rising overdelivers cuts,negative,0.0,1.0,0.0
20170412,us crude stocks 2166 mn barrels vs forecast rise 87000,negative,0.01,0.99,0.0
20170412,wti oil futures struggle despite surprise draw crude inventories,negative,0.06,0.94,0.0
20170413,crude prices settle higher end week positive territory,positive,0.99,0.01,0.0
20170413,gold near 5month highs trump comments hit dollar,positive,0.94,0.06,0.0
20170413,gold pares back gains dollar regains ground,positive,0.96,0.03,0.01
20170413,gold trades session highs despite dollar recovery,positive,0.96,0.04,0.0
20170413,oil edges higher supply/demand factors weighed,positive,0.97,0.03,0.0
20170413,oil little changed amid rising us output opec production cuts,positive,0.99,0.01,0.0
20170413,"oil market "" close "" balance iea",neutral,0.05,0.45,0.5
20170413,oil prices flat us production offsets inventory draw,neutral,0.0,0.17,0.83
20170413,oil rises iea says global oil market close balance,positive,0.98,0.02,0.0
20170414,exclusive ukraine could miss $ 365 billion china energy loans,positive,0.72,0.28,0.0
20170414,oil market rebalancing demand expected rise aramco ceo,positive,0.97,0.03,0.01
20170415,bombing syrian bus convoy kills wounds dozens outside aleppo,positive,0.99,0.01,0.0
20170415,oil producers want extension output cuts iran minister,positive,0.99,0.01,0.0
20170415,rouhani says iran needs &quotno ones permission&quot build missiles,positive,0.84,0.16,0.0
20170416,crude falls asia korea tension china gdp bright spot,negative,0.04,0.96,0.0
20170416,crude prices point weaker asia china gdp korea tension focus,negative,0.02,0.98,0.0
20170416,gold gains asia solid china gdp korean tensions,positive,0.98,0.01,0.0
20170416,gold prices higher asia korean tensions china gdp eyed,positive,0.99,0.01,0.0
20170417,crude dips asia api estimates korea tensions eyed,negative,0.01,0.99,0.0
20170417,crude futures settle lower despite bullish chinese economic data,negative,0.01,0.99,0.0
20170417,crude prices edge asia us vp pence api estimates eyed,positive,0.99,0.01,0.0
20170417,gold drifts weaker asia pence japan visit focus,negative,0.01,0.99,0.0
20170417,gold gains geopolitical jitters persist,positive,0.98,0.02,0.0
20170417,gold moves higher weaker dollar geopolitical tension,positive,0.97,0.02,0.0
20170417,may us shale oil output seen rising two years,negative,0.0,1.0,0.0
20170417,oil edges lower trade thin cash threeweek rally,negative,0.01,0.99,0.0
20170417,oil trades lower us continues ramp production,negative,0.03,0.97,0.0
20170417,undaunted oil bust financiers pour billions us shale,positive,0.57,0.43,0.0
20170418,banned sea venezuelas crudestained oil tankers,positive,0.95,0.05,0.0
20170418,crude dips asia api reports less expected draw,negative,0.01,0.99,0.0
20170418,crude futures settle lower ahead inventories data,negative,0.01,0.98,0.0
20170418,gold dips asia mild profittaking politics offer support,negative,0.03,0.97,0.0
20170418,gold slips 5month highs north korea focus,negative,0.01,0.99,0.0
20170418,gold steadies 5month high amid geopolitical worries,positive,0.93,0.06,0.0
20170418,gold turns positive amid dollar wobble,positive,0.98,0.01,0.0
20170418,oil lower expected rise us output,positive,0.66,0.34,0.0
20170418,oil slides us settlement api inventory report,negative,0.01,0.99,0.0
20170418,oil slides 1week low focus shifts us stockpile data,negative,0.03,0.97,0.0
20170418,us crude inventories 840000 barrelsapi,negative,0.01,0.99,0.0
20170418,us natural gas bounces 3week low,positive,0.53,0.47,0.0
20170419,barkindo says opec nonopec committed restore market stability,positive,0.77,0.22,0.01
20170419,crude holds gains asia sharp fall prompts buying opportunity,positive,0.87,0.13,0.0
20170419,crude holds weaker asia api estimates eia awaited,negative,0.01,0.99,0.0
20170419,crude rebounds early asia sharp drop us inventories,positive,0.84,0.16,0.0
20170419,crude settles nearly 4 % lower bearish inventories data,negative,0.01,0.99,0.0
20170419,east coast refiner shuns bakken delivery dakota access pipeline starts,negative,0.45,0.54,0.0
20170419,gold loses ground dollar recovers,positive,0.93,0.06,0.01
20170419,gold prices dip dollar mounts recovery,negative,0.01,0.99,0.0
20170419,gold prices ease asia political risk french polls supports,negative,0.08,0.91,0.0
20170419,gold pressure demand eases,negative,0.01,0.99,0.0
20170419,last stand nebraska farmers could derail keystone xl pipeline,positive,0.98,0.01,0.0
20170419,oil edges higher ahead official us stockpile data,positive,0.98,0.01,0.0
20170419,oil holds near 2week low ahead us stockpile data,negative,0.01,0.99,0.0
20170419,oil slides 38 percent twoweek low us gasoline build,negative,0.01,0.99,0.0
20170419,oil stays near 2week low crude stocks fall 1m barrels,positive,1.0,0.0,0.0
20170419,opec nonopec meet day groups may gathering sources,negative,0.13,0.74,0.12
20170419,output cut accord participants committed restoring market stability opec,negative,0.35,0.65,0.0
20170419,trumps epa reconsider oil gas emissions rule,positive,0.67,0.32,0.01
20170419,us crude stocks 1034 mn barrels vs forecast fall 1470 mn,positive,0.93,0.07,0.0
20170419,us natural gas futures recover falling 3week low,negative,0.14,0.86,0.0
20170420,crude edges higher asia us rig count figures ahead,positive,0.99,0.01,0.0
20170420,crude prices settle lower concerns us supply glut persist,negative,0.01,0.99,0.0
20170420,gold firms french election looms,positive,0.87,0.12,0.01
20170420,gold futures nurse losses flighttosafety trade fades,negative,0.04,0.96,0.0
20170420,gold turns positive french presidential election draws closer,positive,0.98,0.01,0.0
20170420,gold weaker asia investors monitor paris shooting french polls,positive,0.61,0.39,0.0
20170420,oil bounces back amid optimism opec output cut extension,positive,0.95,0.05,0.0
20170420,oil prices mixed choppy trade rising us production weighs,positive,0.88,0.12,0.0
20170420,oil rebounds hopes output cut extension,positive,0.95,0.05,0.0
20170420,oil reverses gains oversupply worries linger,negative,0.1,0.9,0.0
20170420,saudi arabia kuwait signal likely extension oil supply cuts,positive,0.98,0.02,0.0
20170420,saudi kuwaiti remarks raise hopes output cut extension,positive,0.77,0.23,0.0
20170420,us natural gas futures stay lower weekly storage data,negative,0.46,0.51,0.03
20170420,world bank continue alternative energy financing efforts,positive,0.93,0.07,0.0
20170421,crude holds small gain asia baker hughes rig data eyed,negative,0.21,0.59,0.2
20170421,crude prices hold steady markets pause,neutral,0.01,0.14,0.85
20170421,crude prices settle $ 50 barrel end week nearly 7 %,negative,0.14,0.86,0.0
20170421,gold edges lower downside limited amid overall caution,negative,0.01,0.99,0.0
20170421,gold futures edge higher french presidential election eyed,positive,0.99,0.01,0.0
20170421,china tough steel beast trump tame,positive,0.7,0.17,0.13
20170421,oil steady ahead rig count,neutral,0.0,0.0,1.0
20170421,opec cut doubts put oil track biggest weekly drop month,negative,0.02,0.98,0.0
20170422,exclusive vomitoxin makes nasty appearance us farm sector,negative,0.1,0.9,0.0
20170423,crude gains asia relief rally france election outcome,positive,0.98,0.01,0.01
20170423,crude oil futures weekly outlook april 24 28,neutral,0.01,0.33,0.66
20170423,gold / silver / copper futures weekly outlook april 24 april 28,negative,0.12,0.68,0.21
20170423,gold drops asia french poll results come along expected lines,negative,0.08,0.92,0.0
20170424,crude continues slump sixth day settle lower,negative,0.01,0.99,0.0
20170424,crude prices gain asia attention turning api estimates,positive,0.99,0.01,0.0
20170424,crude prices asia french polls korea tensions eyed,negative,0.04,0.95,0.0
20170424,gold futures plunge 2week low macrons victory,negative,0.03,0.97,0.0
20170424,gold loses glitter french election worries ease,negative,0.02,0.97,0.0
20170424,gold prices fall asia north korea tensions eyed stocks gain,negative,0.01,0.99,0.0
20170424,gold tumbles investors dump safehavens french election,negative,0.01,0.99,0.0
20170424,oil edges higher stays $ 50 us shale outlook,positive,0.99,0.01,0.0
20170424,oil higher french election outcome,positive,0.99,0.01,0.0
20170424,oil slips opec cut extension doubts russia output worries,positive,0.79,0.2,0.01
20170424,oil turns lower markets shift focus back us drilling activity,negative,0.03,0.97,0.0
20170424,trump set new executive orders environment energy week,negative,0.05,0.6,0.35
20170424,us natural gas futures edge lower,negative,0.03,0.97,0.0
20170425,china boost nonfossil fuel use 20 percent 2030 state planner,positive,0.98,0.02,0.0
20170425,crude futures settle higher ahead inventories data,positive,0.9,0.09,0.01
20170425,crude gains asia ahead api estimates,positive,0.99,0.01,0.0
20170425,crude prices dip asia api inventor estimates hit sentiment,negative,0.01,0.99,0.0
20170425,crude shows surprise build api estimates gasoline supplies soar,negative,0.0,0.99,0.0
20170425,east coast refiners eye texas oil north dakota alternative,negative,0.44,0.55,0.0
20170425,gold dips asia geopolitical tensions take back seat,negative,0.08,0.91,0.0
20170425,gold futures nurse losses stay near 2week low,negative,0.04,0.96,0.0
20170425,gold sinks investors ditch safehaven trade,negative,0.04,0.96,0.0
20170425,gold slides 2week low markets embrace riskier assets,negative,0.02,0.98,0.0
20170425,oil attempts break 6day losing streak,positive,0.73,0.27,0.0
20170425,oil edges higher ahead stockpile data supply concerns weigh,positive,0.99,0.01,0.0
20170425,oil erases gains hit 4week low focus shifts api supply report,negative,0.02,0.98,0.0
